行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
5161,CN-2015-1587245,2015-10-20,2015-10-23,一级,邹实-20260,邹实,公司,贵阳,贵州,中国,西南,家具-椅子-10004534,家具,椅子,"Office Star 扶手椅, 黑色",6509.999999999998,3,0.0,0.0
5162,CN-2017-5181244,2017-11-28,2017-12-02,二级,薛娇-14665,薛娇,消费者,新乡,河南,中国,中南,办公用-系固-10001646,办公用品,系固件,"OIC 夹子, 整包",830.34,9,0.0,306.18
5163,CN-2017-5181244,2017-11-28,2017-12-02,二级,薛娇-14665,薛娇,消费者,新乡,河南,中国,中南,办公用-美术-10001497,办公用品,美术,"Sanford 荧光笔, 整包",239.23199999999997,4,0.2,47.712
5164,CN-2016-4292548,2016-11-02,2016-11-06,标准级,楚丽-17320,楚丽丽,小型企业,丹东,辽宁,中国,东北,家具-椅子-10003809,家具,椅子,"Office Star 摇椅, 红色",1578.1919999999998,4,0.4,-894.7679999999999
5165,CN-2016-4292548,2016-11-02,2016-11-06,标准级,楚丽-17320,楚丽丽,小型企业,丹东,辽宁,中国,东北,家具-用具-10001014,家具,用具,"Deflect-O 相框, 黑色",581.28,4,0.4,-348.88000000000005
5166,CN-2016-4292548,2016-11-02,2016-11-06,标准级,楚丽-17320,楚丽丽,小型企业,丹东,辽宁,中国,东北,技术-设备-10002765,技术,设备,"爱普生 打印机, 白色",1461.768,2,0.4,-901.4320000000001
5167,CN-2016-4292548,2016-11-02,2016-11-06,标准级,楚丽-17320,楚丽丽,小型企业,丹东,辽宁,中国,东北,办公用-收纳-10004768,办公用品,收纳具,"Tenex 搁板, 金属",752.22,3,0.0,300.72
5168,CN-2015-1887568,2015-03-16,2015-03-21,标准级,柯娜-18520,柯娜,消费者,长治,山西,中国,华北,办公用-系固-10004525,办公用品,系固件,"Stockwell 橡皮筋, 混合尺寸",63.41999999999999,1,0.0,30.38
5169,CN-2015-3139690,2015-12-29,2016-01-02,标准级,陈翠-11755,陈翠,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-纸张-10001285,办公用品,纸张,"Eaton 计划信息表, 多色",410.47999999999996,4,0.0,102.48
5170,CN-2018-5922906,2018-04-15,2018-04-21,标准级,常康-15325,常康,公司,商丘,河南,中国,中南,办公用-装订-10003861,办公用品,装订机,"Avery 打孔机, 实惠",1040.48,8,0.0,51.52
5171,CN-2018-5922906,2018-04-15,2018-04-21,标准级,常康-15325,常康,公司,商丘,河南,中国,中南,家具-桌子-10002211,家具,桌子,"Barricks 电脑桌, 白色",5040.3150000000005,3,0.25,-403.30500000000006
5172,CN-2015-1904299,2015-06-27,2015-07-01,标准级,蒋光-13360,蒋光,小型企业,青岛,山东,中国,华东,技术-复印-10000795,技术,复印机,"夏普 无线传真机, 数字化",4977.84,3,0.0,1841.6999999999998
5173,CN-2018-2151004,2018-11-28,2018-12-01,二级,夏芯-13960,夏芯,消费者,晋江,福建,中国,华东,办公用-美术-10000796,办公用品,美术,"BIC 速写本, 金属",698.88,3,0.0,48.72
5174,CN-2016-4759076,2016-10-25,2016-11-01,标准级,常君-15145,常君,公司,长沙,湖南,中国,中南,办公用-用品-10001059,办公用品,用品,"Acme 大剪刀, 锯齿状",870.24,4,0.0,339.35999999999996
5175,CN-2016-4759076,2016-10-25,2016-11-01,标准级,常君-15145,常君,公司,长沙,湖南,中国,中南,办公用-器具-10004222,办公用品,器具,"KitchenAid 咖啡研磨机, 黑色",1304.7999999999997,4,0.0,117.03999999999999
5176,CN-2016-4759076,2016-10-25,2016-11-01,标准级,常君-15145,常君,公司,长沙,湖南,中国,中南,办公用-纸张-10000715,办公用品,纸张,"Eaton 羊皮纸, 多色",208.31999999999994,3,0.0,37.38
5177,CN-2016-4759076,2016-10-25,2016-11-01,标准级,常君-15145,常君,公司,长沙,湖南,中国,中南,技术-电话-10003757,技术,电话,"三星 智能手机, 整包",1151.08,2,0.0,68.88
5178,CN-2016-5834678,2016-01-24,2016-01-28,标准级,李彩-10675,李彩,消费者,桦甸,吉林,中国,东北,办公用-用品-10003907,办公用品,用品,"Kleencut 开信刀, 锯齿状",554.4,5,0.0,260.40000000000003
5179,CN-2016-5834678,2016-01-24,2016-01-28,标准级,李彩-10675,李彩,消费者,桦甸,吉林,中国,东北,办公用-收纳-10003671,办公用品,收纳具,"Tenex 盘, 蓝色",758.9399999999998,3,0.0,371.7
5180,CN-2016-5834678,2016-01-24,2016-01-28,标准级,李彩-10675,李彩,消费者,桦甸,吉林,中国,东北,家具-用具-10003148,家具,用具,"Deflect-O 灯泡, 黑色",88.61999999999999,1,0.0,20.3
5181,CN-2016-5834678,2016-01-24,2016-01-28,标准级,李彩-10675,李彩,消费者,桦甸,吉林,中国,东北,办公用-器具-10001247,办公用品,器具,"Hamilton Beach 搅拌机, 银色",1005.0600000000002,3,0.0,291.06
5182,CN-2016-5834678,2016-01-24,2016-01-28,标准级,李彩-10675,李彩,消费者,桦甸,吉林,中国,东北,家具-用具-10004607,家具,用具,"Deflect-O 框架, 一包多件",1541.4,3,0.0,261.65999999999997
5183,CN-2016-5834678,2016-01-24,2016-01-28,标准级,李彩-10675,李彩,消费者,桦甸,吉林,中国,东北,家具-椅子-10004186,家具,椅子,"Novimex 凳子, 可调",1558.2000000000003,2,0.0,701.12
5184,CN-2018-1726701,2018-01-29,2018-02-03,标准级,邵绅-19990,邵绅,消费者,北京,北京,中国,华北,办公用-器具-10000224,办公用品,器具,"Breville 咖啡研磨机, 银色",292.18,1,0.0,26.18
5185,CN-2015-5279873,2015-07-07,2015-07-14,标准级,范雯-21685,范雯,小型企业,洛阳,河南,中国,中南,办公用-标签-10004820,办公用品,标签,"Hon 有色标签, 白色",179.33999999999997,3,0.0,58.8
5186,CN-2015-5279873,2015-07-07,2015-07-14,标准级,范雯-21685,范雯,小型企业,洛阳,河南,中国,中南,办公用-信封-10003132,办公用品,信封,"Jiffy 搭扣信封, 每套 50 个",39.76,1,0.0,10.64
5187,CN-2015-1141510,2015-07-29,2015-08-04,标准级,叶琪-19225,叶琪,消费者,深圳,广东,中国,中南,办公用-标签-10004405,办公用品,标签,"Avery 文件夹标签, 白色",85.12,2,0.0,1.68
5188,CN-2016-4791939,2016-06-18,2016-06-21,二级,马实-20215,马实,消费者,平顶山,河南,中国,中南,办公用-收纳-10004708,办公用品,收纳具,"Fellowes 文件车, 工业",2572.0800000000004,4,0.0,1182.72
5189,CN-2016-5895003,2016-06-26,2016-06-28,一级,秦宁-18670,秦宁,消费者,安阳,河南,中国,中南,家具-用具-10000140,家具,用具,"Advantus 相框, 黑色",494.48,2,0.0,162.96
5190,CN-2016-5895003,2016-06-26,2016-06-28,一级,秦宁-18670,秦宁,消费者,安阳,河南,中国,中南,家具-椅子-10001559,家具,椅子,"Novimex 椅垫, 红色",709.884,3,0.1,189.08399999999997
5191,CN-2016-5895003,2016-06-26,2016-06-28,一级,秦宁-18670,秦宁,消费者,安阳,河南,中国,中南,家具-桌子-10000067,家具,桌子,"Hon 圆桌, 长方形",3594.3599999999997,2,0.25,-1054.48
5192,US-2016-1346492,2016-08-11,2016-08-13,二级,刘明-18295,刘明,公司,内江,四川,中国,西南,办公用-用品-10002441,办公用品,用品,"Fiskars 尺子, 蓝色",40.40399999999999,1,0.4,-23.015999999999995
5193,US-2016-1346492,2016-08-11,2016-08-13,二级,刘明-18295,刘明,公司,内江,四川,中国,西南,技术-复印-10004582,技术,复印机,"夏普 复印机, 红色",665.2799999999999,1,0.4,-443.5199999999999
5194,US-2016-1346492,2016-08-11,2016-08-13,二级,刘明-18295,刘明,公司,内江,四川,中国,西南,办公用-用品-10000918,办公用品,用品,"Acme 美工刀, 锯齿状",289.79999999999995,3,0.4,-43.68000000000001
5195,US-2016-1346492,2016-08-11,2016-08-13,二级,刘明-18295,刘明,公司,内江,四川,中国,西南,家具-书架-10003555,家具,书架,"Sauder 柜, 金属",2791.152,6,0.4,139.2719999999997
5196,CN-2016-2248987,2016-08-31,2016-09-07,标准级,武廉-17305,武廉,消费者,运城,山西,中国,华北,技术-配件-10004442,技术,配件,"贝尔金 路由器, 耐用",2416.96,2,0.0,1015.0
5197,CN-2015-3188485,2015-10-25,2015-10-29,标准级,田妮-18595,田妮,小型企业,荆门,湖北,中国,中南,办公用-标签-10003939,办公用品,标签,"Harbour Creations 有色标签, 红色",118.72,2,0.0,11.76
5198,CN-2015-3370094,2015-03-04,2015-03-09,标准级,王庆-19555,王庆缘,消费者,天津,天津,中国,华北,技术-电话-10001359,技术,电话,"诺基亚 耳机, 整包",1366.3999999999999,4,0.0,505.12
5199,CN-2018-2484493,2018-04-30,2018-05-03,一级,俞毅-12520,俞毅,消费者,依兰,黑龙江,中国,东北,家具-椅子-10004059,家具,椅子,"Novimex 扶手椅, 每套两件",6442.799999999998,3,0.0,1094.94
5200,CN-2015-1231498,2015-04-02,2015-04-04,二级,贺恒-13630,贺恒,消费者,广州,广东,中国,中南,办公用-纸张-10002363,办公用品,纸张,"施乐 笔记本, 优质",369.17999999999995,3,0.0,88.2
5201,US-2016-4412722,2016-03-10,2016-03-14,标准级,叶莲-17095,叶莲,消费者,成都,四川,中国,西南,技术-复印-10001927,技术,复印机,"夏普 墨水, 数字化",2084.04,6,0.4,-764.4000000000001
5202,CN-2016-2737126,2016-10-24,2016-10-27,一级,黄娜-18505,黄娜,消费者,大连湾,辽宁,中国,东北,家具-椅子-10000951,家具,椅子,"Hon 椅垫, 红色",932.904,6,0.4,-155.7360000000001
5203,CN-2016-2737126,2016-10-24,2016-10-27,一级,黄娜-18505,黄娜,消费者,大连湾,辽宁,中国,东北,办公用-收纳-10002430,办公用品,收纳具,"Rogers 文件车, 单宽度",660.94,1,0.0,264.32
5204,CN-2016-2737126,2016-10-24,2016-10-27,一级,黄娜-18505,黄娜,消费者,大连湾,辽宁,中国,东北,办公用-美术-10001742,办公用品,美术,"Sanford 画布, 整包",331.8279999999999,7,0.8,-1211.6719999999998
5205,CN-2016-2737126,2016-10-24,2016-10-27,一级,黄娜-18505,黄娜,消费者,大连湾,辽宁,中国,东北,办公用-纸张-10003176,办公用品,纸张,"SanDisk 计划信息表, 优质",1333.92,12,0.0,305.76
5206,CN-2018-5598912,2018-09-11,2018-09-15,二级,楚宣-20845,楚宣,消费者,重庆,重庆,中国,西南,办公用-标签-10003114,办公用品,标签,"Novimex 文件夹标签, 白色",115.5,3,0.0,0.0
5207,CN-2018-5598912,2018-09-11,2018-09-15,二级,楚宣-20845,楚宣,消费者,重庆,重庆,中国,西南,家具-椅子-10002303,家具,椅子,"Harbour Creations 椅垫, 红色",1680.0000000000002,5,0.0,604.8000000000001
5208,CN-2018-5598912,2018-09-11,2018-09-15,二级,楚宣-20845,楚宣,消费者,重庆,重庆,中国,西南,办公用-系固-10003826,办公用品,系固件,"Accos 回形针, 整包",262.08,4,0.0,96.88
5209,CN-2016-5784606,2016-06-02,2016-06-04,二级,付惠-14365,付惠,公司,鄂州,湖北,中国,中南,办公用-标签-10002702,办公用品,标签,"Smead 可去除的标签, 可调",78.39999999999999,2,0.0,33.6
5210,CN-2016-5784606,2016-06-02,2016-06-04,二级,付惠-14365,付惠,公司,鄂州,湖北,中国,中南,技术-复印-10003216,技术,复印机,"Hewlett 传真机, 彩色",3599.2319999999995,4,0.4,59.47200000000021
5211,CN-2018-3902607,2018-06-03,2018-06-07,标准级,邢伟-21505,邢伟,消费者,沈阳,辽宁,中国,东北,办公用-装订-10003441,办公用品,装订机,"Avery 标签, 耐用",65.77199999999999,3,0.4,-23.268
5212,CN-2015-1658434,2015-08-31,2015-09-04,标准级,秦淑-20440,秦淑芳,公司,大同,山西,中国,华北,家具-椅子-10004390,家具,椅子,"SAFCO 扶手椅, 每套两件",6491.519999999999,3,0.0,3050.88
5213,CN-2015-1658434,2015-08-31,2015-09-04,标准级,秦淑-20440,秦淑芳,公司,大同,山西,中国,华北,家具-椅子-10000168,家具,椅子,"Novimex 椅垫, 每套两件",1367.1000000000001,5,0.0,573.9999999999999
5214,CN-2015-1658434,2015-08-31,2015-09-04,标准级,秦淑-20440,秦淑芳,公司,大同,山西,中国,华北,办公用-美术-10003042,办公用品,美术,"Stanley 钢笔, 蓝色",140.70000000000002,3,0.0,39.06
5215,CN-2016-3700485,2016-11-12,2016-11-16,标准级,钟松-20620,钟松,公司,上海,上海,中国,华东,技术-配件-10000911,技术,配件,"Memorex 路由器, 回收",2277.52,2,0.0,1115.8
5216,CN-2015-5834341,2015-06-08,2015-06-12,标准级,姚柏-19015,姚柏,消费者,武穴,湖北,中国,中南,家具-椅子-10002246,家具,椅子,"Novimex 沙滩椅, 每套两件",539.952,4,0.4,-27.32800000000003
5217,CN-2015-5834341,2015-06-08,2015-06-12,标准级,姚柏-19015,姚柏,消费者,武穴,湖北,中国,中南,技术-电话-10002649,技术,电话,"诺基亚 耳机, 全尺寸",624.9599999999999,3,0.4,-156.2399999999999
5218,CN-2016-1925348,2016-11-14,2016-11-19,标准级,付荣-19690,付荣,消费者,惠城,广东,中国,中南,办公用-收纳-10001617,办公用品,收纳具,"Tenex 锁柜, 金属",2845.08,3,0.0,1422.54
5219,CN-2016-1925348,2016-11-14,2016-11-19,标准级,付荣-19690,付荣,消费者,惠城,广东,中国,中南,办公用-收纳-10004714,办公用品,收纳具,"Smead 盒, 单宽度",151.2,3,0.0,66.36
5220,CN-2018-4493648,2018-05-04,2018-05-06,二级,赖虎-14035,赖虎,公司,北京,北京,中国,华北,办公用-纸张-10003274,办公用品,纸张,"Enermax 令, 多色",418.32,3,0.0,158.76
5221,CN-2016-1391849,2016-06-08,2016-06-14,标准级,薛芳-12745,薛芳,公司,随州,湖北,中国,中南,技术-复印-10001211,技术,复印机,"夏普 墨水, 彩色",1057.14,3,0.4,-70.56000000000006
5222,CN-2016-3676119,2016-07-31,2016-08-05,标准级,曹伟-21580,曹伟,消费者,西安,陕西,中国,西北,办公用-用品-10004613,办公用品,用品,"Elite 美工刀, 工业",511.1399999999999,3,0.0,132.72
5223,CN-2016-3676119,2016-07-31,2016-08-05,标准级,曹伟-21580,曹伟,消费者,西安,陕西,中国,西北,办公用-纸张-10003708,办公用品,纸张,"Eaton 计划信息表, 每包 12 个",346.08,3,0.0,17.22
5224,CN-2016-5779998,2016-04-24,2016-04-26,一级,殷菊-15085,殷菊,消费者,福州,福建,中国,华东,办公用-美术-10002911,办公用品,美术,"Stanley 荧光笔, 金属",446.87999999999994,6,0.0,129.36
5225,CN-2016-2558996,2016-06-28,2016-07-03,二级,袁丽-16210,袁丽华,公司,阳江,广东,中国,中南,办公用-器具-10000088,办公用品,器具,"Breville 搅拌机, 红色",2105.6,5,0.0,210.0
5226,CN-2016-2558996,2016-06-28,2016-07-03,二级,袁丽-16210,袁丽华,公司,阳江,广东,中国,中南,技术-电话-10002893,技术,电话,"三星 智能手机, 全尺寸",2905.7,5,0.0,377.29999999999995
5227,US-2018-3325239,2018-08-21,2018-08-27,标准级,邱丽-15745,邱丽,消费者,皇岗,广东,中国,中南,办公用-用品-10003575,办公用品,用品,"Stiletto 尺子, 蓝色",138.88,2,0.0,49.84
5228,CN-2018-3232918,2018-11-26,2018-12-01,标准级,彭绅-19975,彭绅,公司,黄山,安徽,中国,华东,办公用-装订-10002836,办公用品,装订机,"Avery 订书机, 回收",2755.2000000000003,12,0.0,246.95999999999998
5229,CN-2016-1398732,2016-05-31,2016-06-04,标准级,郝廉-17245,郝廉,消费者,上海,上海,中国,华东,办公用-装订-10000363,办公用品,装订机,"Cardinal 装订机, 实惠",193.61999999999998,3,0.0,42.42
5230,CN-2017-2960006,2017-10-07,2017-10-10,一级,段强-19420,段强,公司,上海,上海,中国,华东,办公用-标签-10001866,办公用品,标签,"Novimex 运输标签, 可调",82.88,2,0.0,9.799999999999999
5231,CN-2017-2960006,2017-10-07,2017-10-10,一级,段强-19420,段强,公司,上海,上海,中国,华东,家具-椅子-10004126,家具,椅子,"Novimex 折叠椅, 黑色",1117.1999999999998,3,0.0,66.78
5232,US-2017-5801512,2017-03-04,2017-03-07,一级,郝廉-17245,郝廉,消费者,芜湖,安徽,中国,华东,技术-电话-10001992,技术,电话,"三星 充电器, 全尺寸",5949.4400000000005,2,0.0,1189.72
5233,US-2017-5801512,2017-03-04,2017-03-07,一级,郝廉-17245,郝廉,消费者,芜湖,安徽,中国,华东,办公用-装订-10001736,办公用品,装订机,"Cardinal 标签, 回收",177.8,5,0.0,88.9
5234,US-2018-1911148,2018-11-16,2018-11-19,一级,吕欢-14140,吕欢悦,小型企业,济南,山东,中国,华东,家具-书架-10003555,家具,书架,"Sauder 柜, 金属",3101.28,4,0.0,1333.36
5235,CN-2018-3006635,2018-08-06,2018-08-13,标准级,黄芳-12760,黄芳,公司,商丘,河南,中国,中南,家具-椅子-10004390,家具,椅子,"SAFCO 扶手椅, 每套两件",3894.9119999999994,2,0.1,1601.152
5236,CN-2018-3006635,2018-08-06,2018-08-13,标准级,黄芳-12760,黄芳,公司,商丘,河南,中国,中南,办公用-信封-10002932,办公用品,信封,"Kraft 外皮和封条, 银色",213.64,2,0.0,21.28
5237,CN-2018-4927110,2018-11-29,2018-12-03,标准级,殷菊-15085,殷菊,消费者,西华,河南,中国,中南,办公用-装订-10001898,办公用品,装订机,"Wilson Jones 孔加固材料, 透明",55.86,3,0.0,22.259999999999998
5238,CN-2018-4927110,2018-11-29,2018-12-03,标准级,殷菊-15085,殷菊,消费者,西华,河南,中国,中南,办公用-美术-10000639,办公用品,美术,"Boston 速写本, 金属",744.576,4,0.2,111.21599999999995
5239,CN-2018-4927110,2018-11-29,2018-12-03,标准级,殷菊-15085,殷菊,消费者,西华,河南,中国,中南,办公用-系固-10001927,办公用品,系固件,"Accos 订书钉, 整包",204.40000000000003,4,0.0,95.75999999999999
5240,US-2017-2844736,2017-06-03,2017-06-06,二级,巩光-13435,巩光,消费者,潍坊,山东,中国,华东,办公用-收纳-10002847,办公用品,收纳具,"Tenex 文件车, 金属",1243.2000000000003,2,0.0,397.59999999999997
5241,US-2017-2844736,2017-06-03,2017-06-06,二级,巩光-13435,巩光,消费者,潍坊,山东,中国,华东,家具-椅子-10001821,家具,椅子,"SAFCO 椅垫, 黑色",1071.28,4,0.0,406.56
5242,CN-2018-1243146,2018-10-27,2018-10-31,标准级,彭丽-17650,彭丽雪,小型企业,邳州,江苏,中国,华东,家具-用具-10001796,家具,用具,"Eldon 灯泡, 黑色",70.56,1,0.4,4.61999999999999
5243,CN-2015-4950934,2015-07-01,2015-07-02,一级,顾莲-16975,顾莲,小型企业,莱阳,山东,中国,华东,办公用-纸张-10002399,办公用品,纸张,"Green Bar 备忘录便条, 回收",236.04000000000002,3,0.0,0.0
5244,CN-2015-1150523,2015-11-22,2015-11-22,当日,邹涛-21265,邹涛,公司,天津,天津,中国,华北,技术-配件-10004550,技术,配件,"Memorex 路由器, 可编程",4623.92,4,0.0,693.2800000000001
5245,CN-2015-1150523,2015-11-22,2015-11-22,当日,邹涛-21265,邹涛,公司,天津,天津,中国,华北,办公用-系固-10002631,办公用品,系固件,"Stockwell 橡皮筋, 金属",303.52,4,0.0,136.08
5246,CN-2018-3588463,2018-06-08,2018-06-11,一级,黄涛-21190,黄涛,小型企业,铜川,陕西,中国,西北,办公用-美术-10004812,办公用品,美术,"Binney & Smith 铅笔刀, 蓝色",248.92000000000002,2,0.0,101.92
5247,CN-2018-3588463,2018-06-08,2018-06-11,一级,黄涛-21190,黄涛,小型企业,铜川,陕西,中国,西北,办公用-器具-10000068,办公用品,器具,"Hamilton Beach 咖啡研磨机, 白色",952.0,5,0.0,399.7
5248,CN-2017-5910958,2017-08-06,2017-08-12,标准级,雷菊-15025,雷菊,消费者,珠海,广东,中国,中南,办公用-器具-10000427,办公用品,器具,"Hoover 咖啡研磨机, 黑色",636.72,2,0.0,184.51999999999998
5249,US-2018-3772912,2018-09-17,2018-09-24,标准级,袁梅-18130,袁梅,公司,厦门,福建,中国,华东,技术-电话-10002929,技术,电话,"三星 耳机, 蓝色",1024.8,3,0.0,102.47999999999999
5250,CN-2016-1637441,2016-12-30,2016-12-31,一级,杨栋-12340,杨栋,公司,北京,北京,中国,华北,办公用-美术-10001817,办公用品,美术,"Stanley 荧光笔, 蓝色",68.6,1,0.0,7.42
5251,CN-2015-2275835,2015-03-18,2015-03-22,标准级,范谙-18760,范谙,消费者,北京,北京,中国,华北,办公用-美术-10000831,办公用品,美术,"Binney & Smith 钢笔, 金属",123.20000000000002,2,0.0,6.16
5252,CN-2015-2275835,2015-03-18,2015-03-22,标准级,范谙-18760,范谙,消费者,北京,北京,中国,华北,技术-电话-10004336,技术,电话,"三星 办公室电话机, 全尺寸",1551.9,5,0.0,589.4
5253,CN-2016-1297686,2016-12-12,2016-12-17,标准级,宋良-17170,宋良,公司,新乡,河南,中国,中南,家具-用具-10001348,家具,用具,"Advantus 相框, 一包多件",495.03999999999996,2,0.0,78.96
5254,CN-2018-1391849,2018-03-11,2018-03-16,标准级,彭娜-18550,彭娜,消费者,滁州,安徽,中国,华东,办公用-标签-10001659,办公用品,标签,"Harbour Creations 圆形标签, 可调",86.8,4,0.0,40.32
5255,CN-2018-2577941,2018-10-20,2018-10-24,标准级,涂强-19405,涂强,消费者,烟台,山东,中国,华东,办公用-收纳-10004393,办公用品,收纳具,"Rogers 文件车, 金属",5251.680000000001,8,0.0,682.0799999999999
5256,US-2017-4497736,2017-07-03,2017-07-10,标准级,杨诚-11380,杨诚,公司,海口,海南,中国,中南,办公用-器具-10002081,办公用品,器具,"Hamilton Beach 炉灶, 白色",17655.68,7,0.0,3883.7400000000002
5257,US-2017-4497736,2017-07-03,2017-07-10,标准级,杨诚-11380,杨诚,公司,海口,海南,中国,中南,家具-桌子-10004891,家具,桌子,"Hon 咖啡桌, 黑色",3316.9500000000003,3,0.25,43.88999999999987
5258,CN-2017-2647402,2017-06-14,2017-06-14,当日,彭丽-17650,彭丽雪,小型企业,衡阳,湖南,中国,中南,家具-用具-10004087,家具,用具,"Eldon 门挡, 耐用",1981.98,9,0.0,633.78
5259,CN-2016-2286344,2016-05-26,2016-05-28,二级,韦磊-16135,韦磊,小型企业,银川,宁夏,中国,西北,办公用-装订-10000225,办公用品,装订机,"Cardinal 装订机盖, 透明",160.44,3,0.0,54.18000000000001
5260,CN-2018-5712655,2018-12-11,2018-12-13,一级,葛乐-17755,葛乐,小型企业,郑州,河南,中国,中南,办公用-纸张-10000587,办公用品,纸张,"Green Bar 计划信息表, 优质",777.14,7,0.0,14.700000000000001
5261,CN-2018-4020885,2018-07-28,2018-07-31,二级,薛武-21865,薛武,消费者,武汉,湖北,中国,中南,办公用-标签-10000480,办公用品,标签,"Smead 有色标签, 可调",102.19999999999999,2,0.0,42.84
5262,CN-2018-4020885,2018-07-28,2018-07-31,二级,薛武-21865,薛武,消费者,武汉,湖北,中国,中南,办公用-装订-10002993,办公用品,装订机,"Acco 打孔机, 透明",579.768,7,0.4,-165.03200000000007
5263,CN-2018-4020885,2018-07-28,2018-07-31,二级,薛武-21865,薛武,消费者,武汉,湖北,中国,中南,办公用-器具-10000222,办公用品,器具,"KitchenAid 微波炉, 银色",4354.98,5,0.4,-653.5199999999995
5264,CN-2018-4412722,2018-11-10,2018-11-15,标准级,钟庆-19510,钟庆缘,小型企业,杭州,浙江,中国,华东,办公用-收纳-10002744,办公用品,收纳具,"Eldon 盒, 单宽度",144.06,3,0.0,17.22
5265,CN-2018-4412722,2018-11-10,2018-11-15,标准级,钟庆-19510,钟庆缘,小型企业,杭州,浙江,中国,华东,办公用-纸张-10003981,办公用品,纸张,"Green Bar 羊皮纸, 优质",155.67999999999998,2,0.0,24.64
5266,CN-2015-1246652,2015-01-09,2015-01-13,二级,唐栋-12325,唐栋,小型企业,铜川,陕西,中国,西北,技术-配件-10004915,技术,配件,"Memorex 键盘, 回收",968.0999999999999,3,0.0,125.58
5267,CN-2015-1246652,2015-01-09,2015-01-13,二级,唐栋-12325,唐栋,小型企业,铜川,陕西,中国,西北,办公用-器具-10001602,办公用品,器具,"Hoover 微波炉, 银色",1443.82,1,0.0,173.17999999999998
5268,CN-2017-2477297,2017-11-20,2017-11-25,标准级,赵强-19315,赵强,消费者,阿城,黑龙江,中国,东北,家具-椅子-10001559,家具,椅子,"Novimex 椅垫, 红色",1314.6000000000001,5,0.0,446.59999999999997
5269,CN-2016-1137701,2016-12-28,2017-01-03,标准级,林关-15625,林关茵,消费者,禹城,山东,中国,华东,办公用-收纳-10003484,办公用品,收纳具,"Tenex 盘, 单宽度",253.11999999999998,1,0.0,80.92
5270,CN-2016-1137701,2016-12-28,2017-01-03,标准级,林关-15625,林关茵,消费者,禹城,山东,中国,华东,办公用-美术-10000805,办公用品,美术,"Binney & Smith 荧光笔, 蓝色",696.7799999999999,9,0.0,347.76
5271,CN-2016-2265001,2016-01-03,2016-01-07,标准级,薛磊-15985,薛磊,消费者,湛江,广东,中国,中南,家具-椅子-10002532,家具,椅子,"Hon 椅垫, 可调",243.684,1,0.1,108.304
5272,CN-2016-2265001,2016-01-03,2016-01-07,标准级,薛磊-15985,薛磊,消费者,湛江,广东,中国,中南,办公用-纸张-10003382,办公用品,纸张,"施乐 计划信息表, 多色",304.92,3,0.0,97.44
5273,CN-2018-5340374,2018-04-28,2018-05-01,二级,邹涛-21265,邹涛,公司,菏泽,山东,中国,华东,家具-书架-10003320,家具,书架,"Bush 墙角架, 白色",3542.2799999999997,6,0.0,1700.1599999999999
5274,US-2018-5578438,2018-03-31,2018-04-04,二级,贺宁-18700,贺宁,消费者,北京,北京,中国,华北,办公用-用品-10002903,办公用品,用品,"Elite 大剪刀, 锯齿状",407.96000000000004,2,0.0,142.51999999999998
5275,US-2017-1964482,2017-11-20,2017-11-24,标准级,叶实-20290,叶实,公司,青州,山东,中国,华东,办公用-器具-10000769,办公用品,器具,"Hamilton Beach 冰箱, 红色",7001.819999999999,3,0.0,489.72
5276,US-2018-4226799,2018-05-15,2018-05-18,二级,杨立-16600,杨立勤,公司,大连,辽宁,中国,东北,家具-椅子-10003570,家具,椅子,"Harbour Creations 凳子, 每套两件",3574.4519999999998,7,0.4,-178.94800000000032
5277,US-2018-4226799,2018-05-15,2018-05-18,二级,杨立-16600,杨立勤,公司,大连,辽宁,中国,东北,办公用-用品-10001725,办公用品,用品,"Fiskars 尺子, 钢",271.068,7,0.4,-14.111999999999995
5278,CN-2015-3497234,2015-09-27,2015-10-02,标准级,苏江-14620,苏江丽,公司,梅州,广东,中国,中南,办公用-系固-10000410,办公用品,系固件,"OIC 夹子, 金属",185.64000000000001,2,0.0,33.32
5279,CN-2015-3497234,2015-09-27,2015-10-02,标准级,苏江-14620,苏江丽,公司,梅州,广东,中国,中南,办公用-系固-10002757,办公用品,系固件,"Stockwell 按钉, 混合尺寸",266.70000000000005,5,0.0,133.0
5280,CN-2015-2866628,2015-11-21,2015-11-26,标准级,洪黎-16345,洪黎明,消费者,平邑,山东,中国,华东,家具-用具-10001318,家具,用具,"Tenex 相框, 耐用",684.1800000000001,3,0.0,81.9
5281,CN-2015-2866628,2015-11-21,2015-11-26,标准级,洪黎-16345,洪黎明,消费者,平邑,山东,中国,华东,办公用-美术-10000263,办公用品,美术,"Boston 荧光笔, 整包",267.96,3,0.0,2.52
5282,CN-2015-2866628,2015-11-21,2015-11-26,标准级,洪黎-16345,洪黎明,消费者,平邑,山东,中国,华东,家具-椅子-10002913,家具,椅子,"Office Star 椅垫, 每套两件",952.98,3,0.0,304.92
